timestamp,accX,accY,accZ
0.0,-9.8,-2.4,0.2
20.0,-9.3427,-2.6191,-0.1573
40.0,-9.2753,-2.6416,-0.2247
60.0,-9.2079,-2.664,-0.2921
80.0,-9.1404,-2.6865,-0.3596
100.0,-9.0143,-2.6571,-0.3429
120.0,-8.8427,-2.3618,-0.4809
140.0,-8.7753,-2.3169,-0.4584
160.0,-8.7079,-2.2719,-0.436
180.0,-8.6404,-2.227,-0.4135
200.0,-8.8571,-2.1857,-0.3857
220.0,-8.3636,-2.1,-0.1
240.0,-8.3182,-2.1,-0.1
260.0,-8.2727,-2.1,-0.1
280.0,-8.2273,-2.1,-0.1
300.0,-8.7,-1.9167,-0.1
320.0,-8.3734,-1.9089,0.0177
340.0,-8.2975,-1.9342,0.0684
360.0,-8.2215,-1.9595,0.119
380.0,-8.1456,-1.9848,0.1696
400.0,-7.9011,-2.0043,0.6
420.0,-7.9226,-2.0903,0.6
440.0,-7.9441,-2.1763,0.6
460.0,-7.9656,-2.2624,0.6
480.0,-7.9871,-2.3484,0.6
500.0,-8.2667,-2.3111,0.9556
520.0,-7.8671,-3.8318,0.5176
540.0,-7.82,-4.02,0.4
560.0,-7.7729,-4.2082,0.2824
580.0,-7.7259,-4.3965,0.1647
600.0,-5.85,-6.4,0.35
620.0,-5.8191,-7.1766,2.6191
640.0,-5.8404,-7.2617,2.6404
660.0,-5.8617,-7.3468,2.6617
680.0,-5.883,-7.4319,2.683
700.0,-4.075,-5.95,1.925
720.0,-4.9769,-4.6769,4.4462
740.0,-5.2333,-4.6,4.2667
760.0,-5.4897,-4.5231,4.0872
780.0,-5.7462,-4.4462,3.9077
800.0,-6.3167,-4.7,1.3667
820.0,-8.9663,-3.0921,-0.0079
840.0,-8.6742,-2.9573,-0.1427
860.0,-8.382,-2.8225,-0.2775
880.0,-8.0899,-2.6876,-0.4124
900.0,-7.24,3.06,-3.96
920.0,-8.9386,-1.8947,-5.1825
940.0,-9.2193,-0.9474,-2.6912
960.0,-9.5,0.0,-0.2
980.0,-9.7807,0.9474,2.2912
1000.0,-10.0614,1.8947,4.7825
1020.0,-32.3,-1.3,8.4
1040.0,-30.4386,21.2457,-10.2129
1060.0,-27.8957,13.4171,-10.6986
1080.0,-25.3529,5.5886,-11.1843
1100.0,-25.1182,0.7545,0.3727
1120.0,-21.2744,-18.0526,9.7231
1140.0,-20.9154,-16.4885,4.6462
1160.0,-20.5564,-14.9244,-0.4308
1180.0,-20.1974,-13.3603,-5.5077
1200.0,-7.65,-6.3,-12.35
1220.0,-6.6705,-1.5557,-0.7841
1240.0,-8.9886,-1.033,1.3523
1260.0,-11.3068,-0.5102,3.4886
1280.0,-13.625,0.0125,5.625
1300.0,-10.1625,14.4458,2.1708
1320.0,-11.475,11.175,4.025
1340.0,-12.7875,7.9042,5.8792
1360.0,-14.1,4.6333,7.7333
1380.0,-15.4125,1.3625,9.5875
1400.0,3.0787,32.5702,-1.8957
1420.0,1.866,30.2723,-0.8532
1440.0,0.6532,27.9745,0.1894
1460.0,-0.5596,25.6766,1.2319
1480.0,-1.7723,23.3787,2.2745
1500.0,-7.6417,7.2333,-7.325
1520.0,4.4556,4.8111,-3.2556
1540.0,5.2457,3.5025,-3.1568
1560.0,6.0358,2.1938,-3.058
1580.0,6.8259,0.8852,-2.9593
1600.0,0.9054,-0.5151,1.2226
1620.0,1.0129,-0.8161,1.6742
1640.0,1.1204,-1.1172,2.1258
1660.0,1.228,-1.4183,2.5774
1680.0,1.3355,-1.7194,3.029
1700.0,0.0,-0.6,7.65
1720.0,-0.7011,0.7236,10.9101
1740.0,-1.173,0.6337,11.1573
1760.0,-1.6449,0.5438,11.4045
1780.0,-2.1169,0.4539,11.6517
1800.0,-0.5979,3.6128,13.883
1820.0,-0.5766,3.7404,13.7128
1840.0,-0.5553,3.8681,13.5426
1860.0,-0.534,3.9957,13.3723
1880.0,-0.5128,4.1234,13.2021
1900.0,-0.9923,4.7538,13.2846
1920.0,6.456,13.188,7.8427
1940.0,7.576,12.948,6.696
1960.0,8.696,12.708,5.5493
1980.0,9.816,12.468,4.4027
2000.0,3.9,6.1,1.5
2020.0,4.4478,5.0044,1.5267
2040.0,4.6033,4.6933,1.66
2060.0,4.7589,4.3822,1.7933
2080.0,4.9144,4.0711,1.9267
2100.0,-0.8,4.8366,5.5215
2120.0,-0.8,5.2022,5.7366
2140.0,-0.8,5.5677,5.9516
2160.0,-0.8,5.9333,6.1667
2180.0,-0.8,6.2989,6.3817
2200.0,-2.975,8.475,8.2
2220.0,-4.8033,9.3663,9.6
2240.0,-5.0424,9.562,9.6
2260.0,-5.2815,9.7576,9.6
2280.0,-5.5207,9.9533,9.6
2300.0,-3.6,10.4,8.0
2320.0,-3.4989,9.5978,7.2775
2340.0,-3.3865,9.373,7.0303
2360.0,-3.2742,9.1483,6.7831
2380.0,-3.1618,8.9236,6.536
2400.0,-1.2957,5.3086,3.7043
2420.0,-1.2527,5.3946,3.7473
2440.0,-1.2097,5.4806,3.7903
2460.0,-1.1667,5.5667,3.8333
2480.0,-1.1237,5.6527,3.8763
2500.0,-2.7128,5.3106,3.8064
2520.0,-2.8404,5.417,3.8702
2540.0,-2.9681,5.5234,3.934
2560.0,-3.0957,5.6298,3.9979
2580.0,-3.2234,5.7362,4.0617
2600.0,-6.325,4.925,5.775
2620.0,-6.7134,4.7939,6.6268
2640.0,-6.7378,4.9646,6.6756
2660.0,-6.7622,5.1354,6.7244
2680.0,-6.7866,5.3061,6.7732
2700.0,-7.3,5.1957,4.5237
2720.0,-7.3,5.1527,4.7602
2740.0,-7.3,5.1097,4.9968
2760.0,-7.3,5.0667,5.2333
2780.0,-7.3,5.0237,5.4699
2800.0,-8.1,3.6,5.0
2820.0,-8.9391,11.4783,2.9783
2840.0,-8.613,11.8261,2.8261
2860.0,-8.287,12.1739,2.6739
2880.0,-7.9609,12.5217,2.5217
2900.0,-7.0,7.9,0.7
2920.0,-7.0545,5.0455,1.3773
2940.0,-7.2364,4.8636,1.4682
2960.0,-7.4182,4.6818,1.5591
2980.0,-7.6,4.5,1.65
