timestamp,accX,accY,accZ
0.0,-7.9,-4.0,1.9
20.0,-7.6168,-3.5832,1.9337
40.0,-7.6379,-3.5621,1.9758
60.0,-7.6589,-3.5411,2.0179
80.0,-7.68,-3.52,2.06
100.0,-7.7727,-3.4909,2.1545
120.0,-9.5,-3.48,3.64
140.0,-9.8805,-3.0325,4.3844
160.0,-10.1922,-2.513,5.0338
180.0,-10.5039,-1.9935,5.6831
200.0,-10.7667,-2.7333,5.1
220.0,-9.4516,-7.971,0.9097
240.0,-9.3441,-7.9065,0.9312
260.0,-9.2366,-7.8419,0.9527
280.0,-9.129,-7.7774,0.9742
300.0,-9.0215,-7.7129,0.9957
320.0,-8.2591,-2.7795,1.6898
340.0,-8.1682,-2.7341,1.667
360.0,-8.0773,-2.6886,1.6443
380.0,-7.9864,-2.6432,1.6216
400.0,-7.7667,-2.8,1.5667
420.0,-7.3112,-3.9404,1.1494
440.0,-7.5584,-4.0303,1.0371
460.0,-7.8056,-4.1202,0.9247
480.0,-8.0528,-4.2101,0.8124
500.0,-8.3,-4.3,0.7
520.0,-11.6119,-3.5881,-0.9
540.0,-11.6595,-3.5405,-0.9
560.0,-11.7071,-3.4929,-0.9
580.0,-11.7548,-3.4452,-0.9
600.0,-11.6857,-3.3857,-0.8429
620.0,-10.3778,-3.1878,-0.3878
640.0,-10.1556,-3.1656,-0.3656
660.0,-9.9333,-3.1433,-0.3433
680.0,-9.7111,-3.1211,-0.3211
700.0,-9.1667,-3.0333,-0.4333
720.0,-7.1032,-2.4516,-0.0065
740.0,-6.9742,-2.3871,0.2516
760.0,-6.8452,-2.3226,0.5097
780.0,-6.7161,-2.2581,0.7677
800.0,-6.5077,-2.1538,1.4
820.0,-4.92,-3.1,2.34
840.0,-4.6889,-3.3,2.0778
860.0,-4.5654,-3.3,2.0531
880.0,-4.442,-3.3,2.0284
900.0,-4.3185,-3.3,2.0037
920.0,-4.2264,-5.3621,4.1368
940.0,-4.0425,-5.0172,4.2287
960.0,-3.8586,-4.6724,4.3207
980.0,-3.6747,-4.3276,4.4126
1000.0,-3.2375,-4.0125,4.3875
1020.0,-0.9315,0.4831,-0.0978
1040.0,-0.5944,1.4494,0.3067
1060.0,-0.2573,2.4157,0.7112
1080.0,0.0798,3.382,1.1157
1100.0,-0.5333,6.2667,1.8
1120.0,-7.9168,-6.6815,-13.9983
1140.0,-7.7655,-6.6479,-13.8134
1160.0,-7.6143,-6.6143,-13.6286
1180.0,-7.463,-6.5807,-13.4437
1200.0,-7.3118,-6.5471,-13.2588
1220.0,-7.1605,-6.5134,-13.0739
1240.0,-38.77,8.22,16.06
1260.0,-37.1195,-32.4322,35.8
1280.0,-35.1425,-26.823,31.8
1300.0,-33.1655,-21.2138,27.8
1320.0,-31.1885,-15.6046,23.8
1340.0,-35.16,-23.2,-1.8
1360.0,-11.2579,-5.2105,14.5105
1380.0,-1.4684,-12.1579,23.4579
1400.0,8.3211,-19.1053,32.4053
1420.0,-7.8258,7.6935,8.8925
1440.0,-6.6,5.5,8.3333
1460.0,-5.3742,3.3065,7.7742
1480.0,-4.1484,1.1129,7.2151
1500.0,-2.9226,-1.0806,6.6559
1520.0,-2.4629,4.736,-4.3798
1540.0,-2.3955,0.9831,-3.6157
1560.0,-2.3281,-2.7697,-2.8517
1580.0,-2.2607,-6.5225,-2.0876
1600.0,3.5,-17.2,5.4
1620.0,-0.2959,-5.5735,3.051
1640.0,-1.2755,-6.9408,2.8061
1660.0,-2.2551,-8.3082,2.5612
1680.0,-3.2347,-9.6755,2.3163
1700.0,-4.2143,-11.0429,2.0714
1720.0,-1.9,1.1,7.2
1740.0,-2.0225,-6.3375,7.2375
1760.0,-2.0475,-7.7125,7.6125
1780.0,-2.0725,-9.0875,7.9875
1800.0,-2.0975,-10.4625,8.3625
1820.0,-2.9758,-11.9385,3.0418
1840.0,-2.6022,-11.1692,2.778
1860.0,-2.2286,-10.4,2.5143
1880.0,-1.8549,-9.6308,2.2505
1900.0,1.25,-6.2,3.85
1920.0,-2.4152,-7.6957,9.7109
1940.0,-2.437,-8.2609,9.2978
1960.0,-2.4587,-8.8261,8.8848
1980.0,-2.4804,-9.3913,8.4717
2000.0,-1.0,-9.0,6.9
2020.0,0.3779,-7.214,3.6756
2040.0,0.0291,-7.5395,3.6058
2060.0,-0.3198,-7.8651,3.536
2080.0,-0.6686,-8.1907,3.4663
2100.0,-1.25,-8.6,3.3
2120.0,-1.1535,-7.5721,4.8349
2140.0,-1.0372,-7.5023,4.6721
2160.0,-0.9209,-7.4326,4.5093
2180.0,-0.8047,-7.3628,4.3465
2200.0,0.1,-6.9,4.3
2220.0,1.3236,-7.9944,6.4551
2240.0,1.391,-8.264,6.6124
2260.0,1.4584,-8.5337,6.7697
2280.0,1.5258,-8.8034,6.927
2300.0,1.5933,-9.073,7.0843
2320.0,-0.1267,-8.4111,4.9111
2340.0,-0.1933,-8.1889,4.6889
2360.0,-0.26,-7.9667,4.4667
2380.0,-0.3267,-7.7444,4.2444
2400.0,-0.3933,-7.5222,4.0222
2420.0,-1.3,-8.4,4.0
2440.0,-1.5,-8.1051,4.2974
2460.0,-1.5,-7.9,4.4
2480.0,-1.5,-7.6949,4.5026
2500.0,-1.4,-7.35,4.65
2520.0,-0.2485,-7.7515,5.2206
2540.0,-0.1454,-7.8546,5.2619
2560.0,-0.0423,-7.9577,5.3031
2580.0,0.0608,-8.0608,5.3443
2600.0,0.1639,-8.1639,5.3856
2620.0,0.5864,-9.4591,5.2727
2640.0,0.5409,-9.3227,5.1818
2660.0,0.4955,-9.1864,5.0909
2680.0,0.45,-9.05,5.0
2700.0,0.4045,-8.9136,4.9091
2720.0,-0.3098,-8.3,4.1098
2740.0,-0.3585,-8.3,4.1585
2760.0,-0.4073,-8.3,4.2073
2780.0,-0.4561,-8.3,4.2561
2800.0,-0.5,-8.0,4.4
2820.0,-0.2,-8.3124,4.8247
2840.0,-0.2,-8.3348,4.8697
2860.0,-0.2,-8.3573,4.9146
2880.0,-0.2,-8.3798,4.9596
2900.0,-0.2,-8.7,5.2
2920.0,-0.1,-8.9548,4.7849
2940.0,-0.1,-8.8903,4.7634
2960.0,-0.1,-8.8258,4.7419
