timestamp,accX,accY,accZ
0.0,-8.875,-2.05,-0.925
20.0,-8.9696,-2.8063,-0.9127
40.0,-9.2481,-2.8316,-0.9633
60.0,-9.5266,-2.857,-1.0139
80.0,-9.8051,-2.8823,-1.0646
100.0,-11.6286,-2.7857,-1.6714
120.0,-12.6172,-2.8828,-1.6656
140.0,-12.6387,-2.8613,-1.6226
160.0,-12.6602,-2.8398,-1.5796
180.0,-12.6817,-2.8183,-1.5366
200.0,-11.2,-2.5,-0.6
220.0,-7.712,-3.2446,1.6554
240.0,-7.2554,-3.1793,1.7207
260.0,-6.7989,-3.1141,1.7859
280.0,-6.3424,-3.0489,1.8511
300.0,-9.0,-2.2,0.5
320.0,-8.5696,-1.9,1.4855
340.0,-8.2217,-1.9,1.8913
360.0,-7.8739,-1.9,2.2971
380.0,-7.4167,-1.1,2.4167
400.0,-7.0,-0.6195,2.013
420.0,-7.0,-0.6974,2.0649
440.0,-7.0,-0.7753,2.1169
460.0,-7.0,-0.8532,2.1688
480.0,-9.4,-2.9,0.3
500.0,-9.1528,-3.0124,0.8169
520.0,-8.9056,-3.1247,1.3337
540.0,-8.6584,-3.2371,1.8506
560.0,-8.4112,-3.3494,2.3674
580.0,-7.3448,-5.6655,2.5793
600.0,-7.7931,-6.3207,2.3724
620.0,-8.2414,-6.9759,2.1655
640.0,-8.6897,-7.631,1.9586
660.0,-9.1379,-8.2862,1.7517
680.0,-9.5862,-8.9414,1.5448
700.0,2.6312,-15.1052,5.2969
720.0,5.2562,-15.2094,3.2344
740.0,7.8812,-15.3135,1.1719
760.0,10.5062,-15.4177,-0.8906
780.0,13.1312,-15.5219,-2.9531
800.0,14.95,-14.2,-2.19
820.0,4.5341,-9.8537,-1.9976
840.0,4.1195,-8.4878,-1.2415
860.0,3.7049,-7.122,-0.4854
880.0,3.2902,-5.7561,0.2707
900.0,-3.48,4.4,5.36
920.0,-7.2477,4.1012,10.6849
940.0,-12.0616,5.1942,10.4756
960.0,-16.8756,6.2872,10.2663
980.0,-21.6895,7.3802,10.057
1000.0,-25.4143,9.2857,-6.3714
1020.0,-35.8717,10.8652,11.7761
1040.0,-36.5457,16.387,7.8848
1060.0,-37.2196,21.9087,3.9935
1080.0,-37.8935,27.4304,0.1022
1100.0,-38.4333,9.2,12.2
1120.0,-22.7722,-4.0167,17.9667
1140.0,-18.1611,-4.1833,12.6333
1160.0,-13.55,-4.35,7.3
1180.0,-5.9846,-5.1,-0.0231
1200.0,-8.4056,6.4183,4.638
1220.0,-9.1099,3.207,4.8915
1240.0,-9.8141,-0.0042,5.1451
1260.0,-10.5183,-3.2155,5.3986
1280.0,-5.2358,0.7947,5.5285
1300.0,-5.3152,-0.106,5.3695
1320.0,-5.3947,-1.0066,5.2106
1340.0,-5.4742,-1.9073,5.0517
1360.0,-5.5536,-2.8079,4.8927
1380.0,-5.6331,-3.7086,4.7338
1400.0,-5.7126,-4.6093,4.5748
1420.0,-5.7921,-5.5099,4.4159
1440.0,-12.0838,-4.9122,3.2973
1460.0,-11.5973,-2.777,4.2162
1480.0,-11.1108,-0.6419,5.1351
1500.0,-10.6243,1.4932,6.0541
1520.0,-3.6182,11.5273,5.0386
1540.0,-3.2545,9.9818,5.5159
1560.0,-2.8909,8.4364,5.9932
1580.0,-2.5273,6.8909,6.4705
1600.0,-2.12,4.98,6.42
1620.0,-2.516,2.9642,2.5605
1640.0,-3.1333,3.4333,2.7333
1660.0,-3.7506,3.9025,2.9062
1680.0,-4.3679,4.3716,3.079
1700.0,-5.16,7.52,1.0
1720.0,-4.5716,10.9568,-2.0905
1740.0,-3.95,10.2,-2.55
1760.0,-3.3284,9.4432,-3.0095
1780.0,-0.4,4.4,-3.7
1800.0,-1.9675,3.34,-8.1863
1820.0,-5.9175,6.94,-10.0112
1840.0,-9.8675,10.54,-11.8362
1860.0,-13.8175,14.14,-13.6612
1880.0,2.694,6.2045,-14.788
1900.0,1.882,5.8135,-15.1639
1920.0,1.0699,5.4226,-15.5398
1940.0,0.2579,5.0316,-15.9158
1960.0,-0.5541,4.6406,-16.2917
1980.0,-1.3662,4.2496,-16.6677
2000.0,-2.1782,3.8586,-17.0436
2020.0,3.78,0.55,-6.235
2040.0,3.5133,0.2167,-6.535
2060.0,3.2467,-0.1167,-6.835
2080.0,0.4747,-2.6737,-10.1111
2100.0,0.3737,-2.1687,-10.5556
2120.0,0.2727,-1.6636,-11.0
2140.0,0.1717,-1.1586,-11.4444
2160.0,0.0707,-0.6535,-11.8889
2180.0,-3.7052,2.5241,-6.6069
2200.0,-3.8086,3.0069,-6.7448
2220.0,-3.9121,3.4897,-6.8828
2240.0,-4.0155,3.9724,-7.0207
2260.0,-4.119,4.4552,-7.1586
2280.0,-4.2224,4.9379,-7.2966
2300.0,-0.0,5.6,-8.8
2320.0,0.2474,5.7237,-8.5113
2340.0,0.4948,5.8474,-8.2227
2360.0,0.7423,5.9711,-7.934
2380.0,0.9897,6.0948,-7.6454
2400.0,1.4,5.9,-7.55
2420.0,1.6511,6.066,-8.0957
2440.0,1.3745,5.917,-8.2021
2460.0,1.0979,5.7681,-8.3085
2480.0,0.8213,5.6191,-8.4149
2500.0,0.75,4.95,-9.25
2520.0,0.2343,4.1485,-8.9172
2540.0,0.2747,4.0879,-8.9374
2560.0,0.3152,4.0273,-8.9576
2580.0,0.3556,3.9667,-8.9778
2600.0,0.396,3.9061,-8.998
2620.0,0.5,3.8259,-9.1612
2640.0,0.5,3.8729,-9.0906
2660.0,0.5,3.92,-9.02
2680.0,0.5,3.9671,-8.9494
2700.0,0.6818,4.0364,-8.8182
2720.0,0.6122,4.2489,-8.9122
2740.0,0.6344,4.3378,-8.9344
2760.0,0.6567,4.4267,-8.9567
2780.0,0.6789,4.5156,-8.9789
2800.0,0.65,4.55,-8.9
2820.0,0.5,4.164,-8.7539
2840.0,0.5,4.1191,-8.8213
2860.0,0.5,4.0742,-8.8888
2880.0,0.5,4.0292,-8.9562
2900.0,0.6571,3.9,-8.9429
2920.0,0.7,3.9374,-8.9
2940.0,0.7,3.9813,-8.9
2960.0,0.7,4.0253,-8.9
2980.0,0.7,4.0692,-8.9
