timestamp,accX,accY,accZ
0.0,-8.0763,0.529,-0.2237
20.0,-8.0978,0.5935,-0.2022
40.0,-7.7853,1.3558,-0.7853
60.0,-7.7642,1.2926,-0.7642
80.0,-7.7432,1.2295,-0.7432
100.0,-7.7221,1.1663,-0.7221
120.0,-7.7011,1.1032,-0.7011
140.0,-8.7929,0.7821,-0.3929
160.0,-8.7452,0.6631,-0.3452
180.0,-8.6976,0.544,-0.2976
200.0,-8.65,0.425,-0.25
220.0,-8.6024,0.306,-0.2024
240.0,-7.1264,0.0824,2.2176
260.0,-7.1923,0.0385,2.2615
280.0,-7.2582,-0.0055,2.3055
300.0,-7.3242,-0.0495,2.3495
320.0,-7.3901,-0.0934,2.3934
340.0,-7.9484,-2.6747,2.3396
360.0,-8.1901,-3.0484,2.5374
380.0,-8.4319,-3.422,2.7352
400.0,-8.6736,-3.7956,2.933
420.0,-8.9154,-4.1692,3.1308
440.0,-11.4717,-2.5913,1.487
460.0,-11.7109,-2.8957,1.4435
480.0,-11.95,-3.2,1.4
500.0,-12.1891,-3.5043,1.3565
520.0,-12.4283,-3.8087,1.313
540.0,-2.4571,-1.1143,8.3286
560.0,1.4974,-3.3974,6.4947
580.0,2.2079,-4.1079,5.9158
600.0,2.9184,-4.8184,5.3368
620.0,3.6289,-5.5289,4.7579
640.0,-9.7775,-4.6494,-2.6989
660.0,-8.8562,-3.0764,-1.5528
680.0,-7.9348,-1.5034,-0.4067
700.0,-7.0135,0.0697,0.7393
720.0,-6.0921,1.6427,1.8854
740.0,-17.0684,32.3368,-16.0421
760.0,-22.2053,33.8105,-15.7263
780.0,-27.3421,35.2842,-15.4105
800.0,-32.4789,36.7579,-15.0947
820.0,-37.6158,38.2316,-14.7789
840.0,-1.8282,-19.2012,2.8718
860.0,2.0306,-14.7071,0.7306
880.0,5.8894,-10.2129,-1.4106
900.0,9.7482,-5.7188,-3.5518
920.0,13.6071,-1.2247,-5.6929
940.0,-15.6,-9.8,-7.45
960.0,-8.7173,-3.7926,-12.7185
980.0,-4.8407,-4.3111,-8.4222
1000.0,-0.9642,-4.8296,-4.1259
1020.0,2.9123,-5.3481,0.1704
1040.0,-14.6663,10.3522,23.4522
1060.0,-13.5141,10.2652,23.3652
1080.0,-12.362,10.1783,23.2783
1100.0,-11.2098,10.0913,23.1913
1120.0,-10.0576,10.0043,23.1043
1140.0,-4.5648,4.4307,-1.8716
1160.0,-4.1784,5.0898,-2.0761
1180.0,-3.792,5.7489,-2.2807
1200.0,-3.4057,6.408,-2.4852
1220.0,-3.0193,7.067,-2.6898
1240.0,-6.8872,-2.1957,-5.3064
1260.0,-7.866,-2.8553,-5.817
1280.0,-8.8447,-3.5149,-6.3277
1300.0,-9.8234,-4.1745,-6.8383
1320.0,-10.8021,-4.834,-7.3489
1340.0,-8.4302,-3.8535,-5.6837
1360.0,-5.686,-2.6907,-3.7767
1380.0,-6.6505,2.9198,13.0901
1400.0,-9.5516,7.3593,16.8703
1420.0,-12.4527,11.7989,20.6505
1440.0,-15.3538,16.2385,24.4308
1460.0,-18.2549,20.678,28.211
1480.0,1.9667,-5.0216,-0.9784
1500.0,5.3,-4.8647,0.8647
1520.0,8.6333,-4.7078,2.7078
1540.0,-8.027,-2.1899,12.6764
1560.0,-8.0944,-2.4146,11.8674
1580.0,-8.1618,-2.6393,11.0584
1600.0,-8.2292,-2.864,10.2494
1620.0,-8.2966,-3.0888,9.4404
1640.0,-5.9375,-0.5125,5.5125
1660.0,-5.8542,-0.9292,5.2625
1680.0,-5.7708,-1.3458,5.0125
1700.0,-5.6875,-1.7625,4.7625
1720.0,-5.6042,-2.1792,4.5125
1740.0,-5.2,0.3,3.8
1760.0,-6.8368,1.5421,6.2618
1780.0,-7.1526,1.3316,6.0776
1800.0,-7.4684,1.1211,5.8934
1820.0,-7.7842,0.9105,5.7092
1840.0,-3.45,-1.18,8.1
1860.0,-2.8944,-1.58,8.5444
1880.0,-2.3389,-1.98,8.9889
1900.0,-1.7833,-2.38,9.4333
1920.0,-1.2278,-2.78,9.8778
1940.0,-5.5613,-2.5645,12.3258
1960.0,-5.4968,-2.672,11.7022
1980.0,-5.4323,-2.7796,11.0785
2000.0,-5.3677,-2.8871,10.4548
2020.0,-5.3032,-2.9946,9.8312
2040.0,-5.491,-0.522,6.178
2060.0,-5.631,-0.402,6.298
2080.0,-5.771,-0.282,6.418
2100.0,-5.911,-0.162,6.538
2120.0,-6.051,-0.042,6.658
2140.0,-6.5364,-0.608,6.6682
2160.0,-6.3545,-0.6307,6.5773
2180.0,-6.1727,-0.6534,6.4864
2200.0,-5.9909,-0.6761,6.3955
2220.0,-5.8091,-0.6989,6.3045
2240.0,-3.4728,-2.4728,10.556
2260.0,-3.5848,-2.5848,10.796
2280.0,-3.6968,-2.6968,11.036
2300.0,-3.8088,-2.8088,11.276
2320.0,-3.9208,-2.9208,11.516
2340.0,-4.0328,-3.0328,11.756
2360.0,-4.65,-2.05,8.6
2380.0,-4.1754,-2.1131,7.9131
2400.0,-4.0443,-1.9164,7.7164
2420.0,-3.9131,-1.7197,7.5197
2440.0,-6.0012,-0.8,7.4012
2460.0,-6.0256,-0.8,7.4256
2480.0,-6.05,-0.8,7.45
