timestamp,accX,accY,accZ
0.0,-10.8,-1.6,1.35
20.0,-13.1438,-1.6888,1.2775
40.0,-13.0315,-1.6663,1.2326
60.0,-12.9191,-1.6438,1.1876
80.0,-12.8067,-1.6213,1.1427
100.0,-12.55,-1.5,0.9
120.0,-9.4763,-1.5301,1.186
140.0,-9.1323,-1.4226,1.1645
160.0,-8.7882,-1.3151,1.143
180.0,-8.4441,-1.2075,1.1215
200.0,-8.1,-1.1,1.1
220.0,-15.5176,-2.4971,-0.6676
240.0,-15.4,-2.35,-1.05
260.0,-15.2824,-2.2029,-1.4324
280.0,-11.25,-1.65,-3.8667
300.0,-10.6491,-1.1085,-3.517
320.0,-10.5358,-1.1274,-3.5547
340.0,-10.4226,-1.1462,-3.5925
360.0,-10.3094,-1.1651,-3.6302
380.0,-10.1962,-1.184,-3.6679
400.0,-9.95,-1.15,-4.6
420.0,-9.6465,-0.8081,-4.7465
440.0,-9.4848,-0.6061,-4.5848
460.0,-9.3232,-0.404,-4.4232
480.0,-9.1616,-0.202,-4.2616
500.0,-9.0,0.0,-4.1
520.0,-7.6533,-0.1122,-2.7778
540.0,-7.3867,-0.1344,-2.5556
560.0,-7.12,-0.1567,-2.3333
580.0,-6.8533,-0.1789,-2.1111
600.0,-6.25,-0.45,-1.45
620.0,-7.3977,-1.9023,-0.3651
640.0,-7.1419,-2.1581,-0.5279
660.0,-6.886,-2.414,-0.6907
680.0,-6.6302,-2.6698,-0.8535
700.0,-3.9,-2.05,0.3
720.0,-1.8882,-0.8529,-0.7294
740.0,-1.8412,-1.4647,-1.2471
760.0,-1.7941,-2.0765,-1.7647
780.0,-1.7471,-2.6882,-2.2824
800.0,-1.7,-3.3,-2.8
820.0,0.6241,1.7103,2.6138
840.0,0.2333,1.0667,1.5333
860.0,-0.1575,0.423,0.4529
880.0,-0.5483,-0.2207,-0.6276
900.0,-4.9,0.1,-1.8
920.0,-4.0066,-1.9242,3.0176
940.0,-7.0176,-2.2978,2.3802
960.0,-10.0286,-2.6714,1.7429
980.0,-13.0396,-3.0451,1.1055
1000.0,-15.4,1.7,1.3
1020.0,-4.1684,3.6211,-2.5053
1040.0,-7.3263,-0.0842,0.4211
1060.0,-10.4842,-3.7895,3.3474
1080.0,-13.6421,-7.4947,6.2737
1100.0,-16.8,-11.2,9.2
1120.0,-34.7333,-10.4,23.0
1140.0,-38.8,-13.8732,29.7268
1160.0,-38.8,-12.662,32.938
1180.0,-38.8,-11.4507,36.1493
1200.0,-28.3,9.0,13.2
1220.0,-29.5167,-22.5367,38.1856
1240.0,-23.1833,-22.6033,36.3411
1260.0,-16.85,-22.67,34.4967
1280.0,-10.5167,-22.7367,32.6522
1300.0,-2.4,-13.6,19.65
1320.0,7.8034,14.4629,9.5292
1340.0,6.4101,11.7888,8.7876
1360.0,5.0169,9.1146,8.0461
1380.0,3.6236,6.4404,7.3045
1400.0,0.0,1.45,5.5
1420.0,-0.8586,1.6828,1.7448
1440.0,-0.7667,1.2,1.4
1460.0,-0.6747,0.7172,1.0552
1480.0,-0.5828,0.2345,0.7103
1500.0,0.225,-1.5,0.15
1520.0,4.7,-3.85,2.45
1540.0,4.7213,-0.3413,5.236
1560.0,4.748,-0.768,5.156
1580.0,4.7747,-1.1947,5.076
1600.0,4.15,-4.05,3.9
1620.0,2.3849,-9.0151,6.2634
1640.0,2.3634,-9.0366,7.6398
1660.0,2.3419,-9.0581,9.0161
1680.0,2.3204,-9.0796,10.3925
1700.0,3.1,-16.65,14.25
1720.0,1.6652,-7.2787,8.727
1740.0,1.3955,-5.436,7.5809
1760.0,1.1258,-3.5933,6.4348
1780.0,0.8562,-1.7506,5.2888
1800.0,1.8,4.4,4.6
1820.0,3.6404,-7.1511,3.9553
1840.0,3.4277,-7.6191,4.2957
1860.0,3.2149,-8.0872,4.6362
1880.0,3.0021,-8.5553,4.9766
1900.0,2.6182,-8.9818,5.4364
1920.0,-1.6068,-5.6761,11.6591
1940.0,-1.6523,-5.517,11.3864
1960.0,-1.6977,-5.358,11.1136
1980.0,-1.7432,-5.1989,10.8409
2000.0,-1.7886,-5.0398,10.5682
2020.0,-0.8386,-4.8875,6.6432
2040.0,-0.7023,-4.6375,6.9614
2060.0,-0.5659,-4.3875,7.2795
2080.0,-0.4295,-4.1375,7.5977
2100.0,0.2,-4.6,8.9
2120.0,1.3319,-5.6202,8.7202
2140.0,1.3745,-5.5138,8.6138
2160.0,1.417,-5.4074,8.5074
2180.0,1.4596,-5.3011,8.4011
2200.0,1.3,-4.9,7.5
2220.0,2.016,-5.616,7.8319
2240.0,2.0372,-5.6372,7.8745
2260.0,2.0585,-5.6585,7.917
2280.0,2.0798,-5.6798,7.9596
2300.0,2.1,-5.7,8.2
2320.0,2.0323,-4.6839,8.3839
2340.0,2.0753,-4.6624,8.3624
2360.0,2.1183,-4.6409,8.3409
2380.0,2.1613,-4.6194,8.3194
2400.0,2.3,-4.8,8.2
2420.0,2.6878,-5.1367,7.9122
2440.0,2.6656,-5.2033,7.9344
2460.0,2.6433,-5.27,7.9567
