timestamp,accX,accY,accZ
0.0,-7.3317,-5.2455,2.0317
20.0,-7.3805,-5.213,2.0805
40.0,-7.825,-4.3833,2.1917
60.0,-8.1549,-4.2,2.1
80.0,-8.2768,-4.2,2.1
100.0,-8.3988,-4.2,2.1
120.0,-8.5207,-4.2,2.1
140.0,-10.25,-4.2,2.3
160.0,-10.1672,-4.2,2.4328
180.0,-10.1328,-4.2,2.4672
200.0,-9.9,-4.1,2.5
220.0,-10.3888,-4.1326,2.4775
240.0,-10.3663,-3.9978,2.4326
260.0,-10.3438,-3.8629,2.3876
280.0,-10.3213,-3.7281,2.3427
300.0,-10.15,-3.65,2.15
320.0,-8.833,-3.822,1.467
340.0,-8.8989,-3.8659,1.4011
360.0,-8.9648,-3.9099,1.3352
380.0,-9.0308,-3.9538,1.2692
400.0,-9.0967,-3.9978,1.2033
420.0,-8.12,-4.42,0.82
440.0,-7.9,-4.6819,0.8181
460.0,-7.9,-4.6542,0.8458
480.0,-7.9,-4.6264,0.8736
500.0,-7.98,-4.56,0.9
520.0,-10.1367,-5.4733,1.2
540.0,-10.2033,-5.6067,1.2
560.0,-10.27,-5.74,1.2
580.0,-10.3367,-5.8733,1.2
600.0,-10.3,-6.6,1.0
620.0,-9.085,-4.97,1.155
640.0,-9.065,-4.93,1.095
660.0,-9.045,-4.89,1.035
680.0,-9.025,-4.85,0.975
700.0,-9.005,-4.81,0.915
720.0,-11.6205,-4.9102,0.1693
740.0,-11.6659,-4.933,0.1011
760.0,-11.7114,-4.9557,0.033
780.0,-11.7568,-4.9784,-0.0352
800.0,-11.3,-4.95,-0.2
820.0,-8.8,-4.8,-0.3
840.0,-8.7494,-4.7747,-0.3253
860.0,-8.6987,-4.7494,-0.3506
880.0,-8.6481,-4.7241,-0.3759
900.0,-8.8,-4.65,-0.35
920.0,-8.4553,-4.0,-0.3851
940.0,-8.3915,-4.0,-0.3638
960.0,-8.3277,-4.0,-0.3426
980.0,-8.2638,-4.0,-0.3213
1000.0,-8.2,-4.0,-0.3
1020.0,-7.8717,-3.9859,0.2
1040.0,-7.8283,-3.9641,0.2
1060.0,-7.7848,-3.9424,0.2
1080.0,-7.7413,-3.9207,0.2
1100.0,-7.6,-3.85,0.2
1120.0,-9.4685,-4.5112,0.4551
1140.0,-9.8056,-4.5337,0.3652
1160.0,-10.1427,-4.5562,0.2753
1180.0,-10.4798,-4.5787,0.1854
1200.0,-10.7455,-4.5909,0.1273
1220.0,-9.9,-5.16,0.96
1240.0,-9.2896,-4.5896,1.0779
1260.0,-9.1597,-4.4597,1.0519
1280.0,-9.0299,-4.3299,1.026
1300.0,-8.9,-4.2,1.0
1320.0,-9.7155,-3.9918,1.3309
1340.0,-9.7361,-3.8474,1.3722
1360.0,-9.7567,-3.7031,1.4134
1380.0,-9.7773,-3.5588,1.4546
1400.0,-9.7979,-3.4144,1.4959
1420.0,-8.8092,-3.246,1.3724
1440.0,-8.8322,-3.3609,1.3034
1460.0,-8.8552,-3.4759,1.2345
1480.0,-8.8782,-3.5908,1.1655
1500.0,-9.05,-3.8,0.95
1520.0,-8.3681,-3.8,0.8
1540.0,-8.3255,-3.8,0.8
1560.0,-8.283,-3.8,0.8
1580.0,-8.2404,-3.8,0.8
1600.0,-8.2053,-3.8,0.7947
1620.0,-8.5667,-3.7333,0.7667
1640.0,-8.7805,-3.8,0.8805
1660.0,-8.7545,-3.8,0.8545
1680.0,-8.7286,-3.8,0.8286
1700.0,-8.7026,-3.8,0.8026
