timestamp,accX,accY,accZ
0.0,-3.1,0.5,10.3
20.0,-2.5,-1.1442,9.0209
40.0,-2.5,-0.9581,9.0907
60.0,-2.5,-0.7721,9.1605
80.0,-2.5,-0.586,9.2302
100.0,-2.5,-0.4,9.3
120.0,-2.3441,-0.986,9.314
140.0,-2.2581,-0.9645,9.3355
160.0,-2.172,-0.943,9.357
180.0,-2.086,-0.9215,9.3785
200.0,-2.0,-0.9,9.4
220.0,-1.9725,-0.5863,9.5
240.0,-1.9333,-0.5667,9.5
260.0,-1.8941,-0.5471,9.5
280.0,-1.8549,-0.5275,9.5
300.0,-1.8157,-0.5078,9.5
320.0,-2.15,-0.45,9.1
340.0,-1.969,-0.2845,9.1
360.0,-1.9127,-0.2563,9.1
380.0,-1.8563,-0.2282,9.1
400.0,-1.8,-0.2,9.1
420.0,-3.0559,1.9978,6.386
440.0,-3.1419,2.1484,6.3645
460.0,-3.228,2.2989,6.343
480.0,-3.314,2.4495,6.3215
500.0,-3.4,2.6,6.3
520.0,-6.8,-5.2778,4.8889
540.0,-6.6,-5.2333,4.6667
560.0,-6.4,-5.1889,4.4444
580.0,-6.2,-5.1444,4.2222
600.0,-6.0,-5.1,4.0
620.0,-7.0102,-5.3795,4.1489
640.0,-7.033,-5.3341,4.0352
660.0,-7.0557,-5.2886,3.9216
680.0,-7.0784,-5.2432,3.808
700.0,-7.3,-5.05,3.35
720.0,-9.1072,-6.4855,1.3675
740.0,-9.1554,-6.3892,1.1506
760.0,-9.2036,-6.2928,0.9337
780.0,-9.2518,-6.1964,0.7169
800.0,-9.3,-6.1,0.5
820.0,-11.6101,-6.7202,-1.2506
840.0,-11.6326,-6.7652,-1.3629
860.0,-11.6551,-6.8101,-1.4753
880.0,-11.6775,-6.8551,-1.5876
900.0,-11.7,-6.9,-1.7
920.0,-10.5202,-5.2191,-1.1494
940.0,-10.5652,-5.0393,-1.0371
960.0,-10.6101,-4.8596,-0.9247
980.0,-10.6551,-4.6798,-0.8124
1000.0,-10.7,-4.5,-0.7
1020.0,-9.6261,-3.6739,-0.4739
