timestamp,accX,accY,accZ
0.0,-2.35,-0.3,0.9
20.0,-4.2588,-24.1294,-2.8471
40.0,-5.017,-27.0075,-3.1613
60.0,-5.7717,-29.1208,-3.3311
80.0,-6.5264,-31.234,-3.5009
100.0,-7.2811,-33.3472,-3.6708
120.0,-8.0358,-35.4604,-3.8406
140.0,-3.3742,-20.2419,0.7226
160.0,-2.9548,-19.0484,0.4645
180.0,-2.5355,-17.8548,0.2065
200.0,0.55,-12.0,-1.3
220.0,3.1574,-7.7298,-1.2234
240.0,3.2213,-6.9851,-1.1383
260.0,3.2851,-6.2404,-1.0532
280.0,3.3489,-5.4957,-0.9681
300.0,6.85,-3.65,2.3
320.0,8.1447,-2.2362,2.1617
340.0,8.5277,-1.8319,2.1191
360.0,8.9106,-1.4277,2.0766
380.0,9.2936,-1.0234,2.034
400.0,9.3,-1.1,1.9
420.0,6.6153,-5.9624,-0.2741
440.0,6.4271,-7.6565,-0.4388
460.0,6.2388,-9.3506,-0.6035
480.0,6.0506,-11.0447,-0.7682
500.0,3.96,-25.68,-2.28
520.0,-5.2143,-38.9673,-6.2694
540.0,-6.3571,-38.9265,-6.1061
560.0,-7.5,-38.8857,-5.9429
580.0,-8.6429,-38.8449,-5.7796
600.0,-9.7857,-38.8041,-5.6163
620.0,-10.1591,-17.7045,-1.4227
640.0,-9.5909,-16.0455,-1.1273
660.0,-9.0227,-14.3864,-0.8318
680.0,-8.4545,-12.7273,-0.5364
700.0,-1.9,-2.7,0.2
720.0,-0.2,0.525,-1.475
740.0,-0.5529,0.5544,-1.4456
760.0,-0.9059,0.5838,-1.4162
780.0,-6.0118,0.1118,-0.9824
800.0,-5.5238,1.2485,-0.1208
820.0,-5.3059,1.3871,-0.1802
840.0,-5.0881,1.5257,-0.2396
860.0,-4.8703,1.6644,-0.299
880.0,-4.6525,1.803,-0.3584
900.0,-3.1333,6.3294,0.9118
920.0,-3.8,6.9176,1.1471
940.0,-4.4667,7.5059,1.3824
960.0,-5.1333,8.0941,1.6176
980.0,-5.8,8.6824,1.8529
1000.0,-6.4667,9.2706,2.0882
1020.0,-15.9948,-39.0087,-1.5539
1040.0,-15.8035,-38.6609,-2.1974
1060.0,-15.6122,-38.313,-2.8409
1080.0,-15.4209,-37.9652,-3.4843
1100.0,-15.2296,-37.6174,-4.1278
1120.0,-15.0383,-37.2696,-4.7713
1140.0,-2.92,-14.1538,-3.62
1160.0,-2.52,-13.3846,-3.22
1180.0,-2.12,-12.6154,-2.82
1200.0,0.55,-10.57,-2.78
1220.0,1.9412,-3.5,0.7647
1240.0,2.6235,-3.9,0.6941
1260.0,3.3059,-4.3,0.6235
1280.0,3.9882,-4.7,0.5529
1300.0,9.9,-5.7,-0.4333
1320.0,12.2901,-5.6451,-0.7967
1340.0,11.4769,-6.2385,-1.1923
1360.0,10.6637,-6.8319,-1.5879
1380.0,9.8505,-7.4253,-1.9835
1400.0,2.9,-18.6,-8.7
1420.0,-1.2106,-30.5149,-12.4468
1440.0,-2.4447,-32.6426,-13.2766
1460.0,-3.6787,-34.7702,-14.1064
1480.0,-4.9128,-36.8979,-14.9362
1500.0,-10.75,-38.9,-16.6
1520.0,-17.0701,-25.9954,-7.7839
1540.0,-16.2885,-23.2598,-7.2092
1560.0,-15.5069,-20.5241,-6.6345
1580.0,-14.7253,-17.7885,-6.0598
1600.0,-12.3,-12.48,-4.4
1620.0,-1.5835,0.7694,0.9471
