timestamp,accX,accY,accZ
0.0,-0.6085,9.194,5.956
20.0,0.0835,8.1315,5.8665
40.0,0.429,7.8964,6.0812
60.0,0.7745,7.6613,6.2959
80.0,1.1199,7.4262,6.5107
100.0,1.4654,7.1911,6.7254
120.0,1.8108,6.956,6.9401
140.0,1.3841,6.3451,6.371
160.0,1.5244,6.6775,5.751
180.0,1.6647,7.0099,5.131
200.0,2.7135,7.7265,4.721
220.0,2.8597,8.8611,2.2008
240.0,2.6216,9.1013,1.6929
260.0,2.3835,9.3416,1.185
280.0,2.1453,9.5818,0.6771
300.0,3.77,10.586,1.1375
320.0,3.6868,10.962,-1.0495
340.0,3.2116,10.7482,-1.5701
360.0,2.7364,10.5344,-2.0907
380.0,2.2612,10.3206,-2.6113
400.0,1.786,10.1068,-3.1319
420.0,3.1952,9.8731,-2.1346
440.0,3.3416,9.6538,-2.3545
460.0,3.5525,9.3573,-2.2864
480.0,3.7633,9.0608,-2.2183
500.0,4.606,8.087,-1.615
520.0,8.3225,8.2581,0.7946
540.0,9.2378,7.8873,0.8666
560.0,10.1532,7.5165,0.9386
580.0,8.4324,5.5076,1.6436
600.0,8.2867,5.2533,1.8097
620.0,8.1409,4.9991,1.9758
640.0,7.9951,4.7449,2.1419
660.0,7.8494,4.4906,2.308
680.0,7.7036,4.2364,2.4741
700.0,5.222,4.881,-0.09
720.0,7.7297,4.9551,0.6468
740.0,8.2399,4.853,0.9529
760.0,8.7501,4.751,1.2591
780.0,9.2603,4.6489,1.5652
800.0,10.154,5.0115,2.291
820.0,8.394,4.857,0.689
840.0,7.9405,5.1439,0.8895
860.0,7.8859,5.1567,0.869
880.0,7.8312,5.1695,0.8485
900.0,7.894,5.112,1.471
920.0,8.1836,5.0138,2.7837
940.0,8.3593,5.1923,2.4058
960.0,8.5351,5.3708,2.028
980.0,8.7108,5.5493,1.6501
1000.0,7.7085,5.894,1.194
1020.0,7.7009,6.3933,0.4606
1040.0,7.6723,6.4023,0.415
1060.0,7.6438,6.4112,0.3693
1080.0,7.6152,6.4201,0.3237
1100.0,7.5867,6.429,0.2781
1120.0,8.498,5.857,-0.143
1140.0,9.3705,4.5237,-0.2174
1160.0,9.2245,4.5965,-0.1994
1180.0,9.0784,4.6694,-0.1813
1200.0,8.9278,5.1494,0.8878
1220.0,9.8075,2.8811,1.743
1240.0,9.8748,2.4314,2.1027
1260.0,9.942,1.9818,2.4625
1280.0,10.0093,1.5321,2.8222
1300.0,10.0766,1.0825,3.182
1320.0,9.1734,1.7711,0.981
1340.0,9.2073,1.468,0.901
1360.0,9.2412,1.1648,0.821
1380.0,9.2752,0.8617,0.741
1400.0,7.537,3.137,-1.161
1420.0,10.2334,2.2449,0.461
1440.0,10.4115,2.3188,0.1517
1460.0,10.5897,2.3928,-0.1577
1480.0,10.7678,2.4667,-0.4671
1500.0,11.601,3.051,-1.007
1520.0,7.4167,1.7565,1.9811
1540.0,7.662,1.773,2.6912
1560.0,7.9072,1.7895,3.4013
1580.0,8.1525,1.806,4.1114
1600.0,8.5095,1.8028,4.8717
1620.0,8.836,2.479,3.699
1640.0,8.6587,2.8797,3.5237
1660.0,8.4814,3.2805,3.3484
1680.0,8.3041,3.6812,3.1731
1700.0,8.1269,4.082,2.9978
1720.0,8.3869,4.7017,1.2605
1740.0,8.22,4.9161,1.3062
1760.0,8.0531,5.1306,1.352
