timestamp,accX,accY,accZ
0.0,1.5717,-8.8573,-3.2539
20.0,1.6476,-9.104,-3.1096
40.0,1.1626,-10.5041,-6.0697
60.0,0.7758,-10.37,-6.7178
80.0,0.6877,-10.1757,-7.1275
100.0,0.5997,-9.9813,-7.5373
120.0,0.5116,-9.7869,-7.947
140.0,0.5394,-9.8755,-7.2894
160.0,0.5701,-9.6484,-7.3481
180.0,0.6009,-9.4213,-7.4068
200.0,0.6316,-9.1942,-7.4655
220.0,0.6624,-8.9671,-7.5242
240.0,-0.5413,-6.6085,-6.7324
260.0,-0.5357,-7.1168,-6.4171
280.0,-0.5301,-7.6251,-6.1019
300.0,-0.5245,-8.1334,-5.7866
320.0,-0.5188,-8.6418,-5.4713
340.0,-0.9279,-9.9782,-5.181
360.0,-1.1296,-10.0805,-4.4931
380.0,-1.3313,-10.1829,-3.8051
400.0,-1.533,-10.2853,-3.1172
420.0,-1.7347,-10.3876,-2.4292
440.0,-1.6235,-9.8043,-1.9053
460.0,-1.7102,-9.7134,-1.9573
480.0,-1.708,-9.7303,-1.5647
500.0,-1.7059,-9.7472,-1.172
520.0,-1.7038,-9.7641,-0.7794
540.0,-1.5335,-9.0442,-0.6919
560.0,-1.5093,-8.9533,-0.6859
580.0,-1.4851,-8.8624,-0.6799
600.0,-1.4609,-8.7715,-0.6739
620.0,-1.4366,-8.6806,-0.6679
640.0,-0.8071,-8.1123,-0.8597
660.0,-0.3702,-8.2303,-0.8361
680.0,0.0666,-8.3482,-0.8126
700.0,0.5035,-8.4662,-0.789
720.0,0.9403,-8.5842,-0.7654
740.0,1.3829,-9.7009,-0.0134
760.0,1.2919,-9.8699,-0.0868
780.0,1.2008,-10.0388,-0.1602
800.0,1.1097,-10.2077,-0.2336
820.0,1.0187,-10.3767,-0.307
840.0,0.7398,-8.9906,-1.9196
860.0,0.6916,-8.6016,-2.1103
880.0,0.6435,-8.2125,-2.301
900.0,0.5954,-7.8234,-2.4917
920.0,0.5472,-7.4344,-2.6824
940.0,1.7167,-12.1827,-1.9767
960.0,1.2404,-12.0915,-2.8151
980.0,0.7641,-12.0002,-3.6535
1000.0,0.2878,-11.909,-4.4919
1020.0,-0.1886,-11.8177,-5.3302
1040.0,-1.8436,-7.7136,-5.5655
1060.0,-1.7367,-7.8067,-5.2365
1080.0,-1.6298,-7.8998,-4.9074
1100.0,-1.5229,-7.9929,-4.5784
1120.0,-1.416,-8.086,-4.2494
1140.0,0.9229,-7.8126,-1.7645
1160.0,0.9687,-7.8377,-1.2936
1180.0,1.0144,-7.8629,-0.8227
1200.0,1.0602,-7.888,-0.3518
1220.0,1.106,-7.9132,0.1192
1240.0,0.9535,-7.7535,-1.189
1260.0,0.9934,-8.2844,-1.9847
1280.0,0.8832,-8.3142,-2.0427
1300.0,0.773,-8.344,-2.1007
1320.0,0.6628,-8.3738,-2.1587
1340.0,0.5526,-8.4036,-2.2167
1360.0,0.6976,-12.3522,-1.5693
1380.0,1.0085,-12.3603,-1.9644
1400.0,1.3194,-12.3684,-2.3594
1420.0,1.603,-12.3667,-2.6293
1440.0,2.8065,-12.7143,-4.3949
1460.0,2.9158,-12.228,-4.2097
1480.0,3.025,-11.7418,-4.0246
1500.0,3.1343,-11.2555,-3.8394
1520.0,3.2435,-10.7693,-3.6543
1540.0,2.5322,-8.4688,-3.6328
1560.0,2.3224,-8.6798,-3.9238
1580.0,2.1126,-8.8908,-4.2148
1600.0,1.9028,-9.1018,-4.5058
1620.0,1.693,-9.3128,-4.7968
1640.0,-0.5544,-12.9276,-6.3876
1660.0,-0.2536,-12.2464,-4.683
1680.0,-0.4731,-12.2221,-3.4078
1700.0,-0.6926,-12.1979,-2.1325
1720.0,-0.9121,-12.1736,-0.8573
1740.0,0.872,-8.6379,-1.641
1760.0,1.0199,-8.4497,-1.335
1780.0,1.1679,-8.2616,-1.0289
1800.0,1.3158,-8.0734,-0.7229
1820.0,1.4638,-7.8852,-0.4169
1840.0,2.1812,-5.9416,0.1132
1860.0,2.0816,-5.8607,0.3536
1880.0,1.982,-5.7799,0.594
1900.0,1.8824,-5.6991,0.8344
1920.0,1.7828,-5.6183,1.0748
1940.0,4.1088,-6.7829,1.9241
1960.0,4.2346,-7.2492,2.0511
1980.0,4.3604,-7.7155,2.178
2000.0,4.4863,-8.1818,2.305
2020.0,4.6121,-8.6481,2.432
2040.0,3.1954,-8.2879,3.3158
2060.0,3.1507,-8.2441,3.4045
2080.0,3.1061,-8.2002,3.4932
2100.0,3.0614,-8.1564,3.582
2120.0,3.0167,-8.1126,3.6707
2140.0,1.577,-8.1724,5.4816
2160.0,1.4621,-8.0345,5.3897
2180.0,1.3471,-7.8966,5.2977
2200.0,1.2322,-7.7586,5.2057
2220.0,1.1172,-7.6207,5.1138
2240.0,-0.6782,-10.8676,3.7083
2260.0,-0.343,-10.2699,4.1936
2280.0,-0.0079,-9.6722,4.6789
2300.0,0.3273,-9.0745,5.1642
2320.0,0.6625,-8.4768,5.6495
2340.0,8.0852,-12.8537,-6.1603
2360.0,7.3379,-11.1699,-4.7966
2380.0,7.2072,-10.0337,-4.0828
2400.0,7.0764,-8.8976,-3.3689
2420.0,6.9456,-7.7614,-2.6551
2440.0,0.4772,-5.5038,-0.8191
2460.0,0.5121,-5.5776,-0.9593
2480.0,0.547,-5.6514,-1.0995
2500.0,0.5819,-5.7252,-1.2397
2520.0,0.6168,-5.7989,-1.38
2540.0,1.3281,-7.197,-0.3304
2560.0,1.1838,-7.2522,0.1624
2580.0,1.0394,-7.3074,0.6553
2600.0,0.895,-7.3626,1.1482
2620.0,0.7507,-7.4177,1.6411
2640.0,1.1353,-12.8791,2.6737
2660.0,1.1432,-13.2629,2.0514
2680.0,1.1511,-13.6468,1.429
2700.0,1.1589,-14.0306,0.8067
2720.0,1.1668,-14.4144,0.1844
2740.0,1.1481,-14.0759,-0.0483
2760.0,1.2891,-14.178,0.2907
2780.0,0.8799,-14.031,0.3962
2800.0,0.4706,-13.884,0.5017
2820.0,0.0614,-13.737,0.6072
2840.0,-0.6115,-9.3529,-0.7488
2860.0,-0.6323,-9.4219,-0.6976
2880.0,-0.6531,-9.4908,-0.6463
2900.0,-0.674,-9.5598,-0.5951
2920.0,-0.6948,-9.6288,-0.5438
2940.0,-1.5055,-11.0823,0.7335
2960.0,-1.2692,-11.0006,1.0098
2980.0,-1.0329,-10.9188,1.2861
