timestamp,accX,accY,accZ
0.0,-5.5125,-1.5261,3.5261
20.0,-5.7625,-1.5034,3.5034
40.0,-11.3,-2.3,5.4
60.0,-11.2759,-2.5169,5.4241
80.0,-11.2518,-2.7337,5.4482
100.0,-11.2277,-2.9506,5.4723
120.0,-11.2036,-3.1675,5.4964
140.0,-7.0894,-3.0682,3.7788
160.0,-7.0591,-2.9773,3.7182
180.0,-7.0288,-2.8864,3.6576
200.0,-6.8,-2.75,3.5
220.0,-7.1724,-2.9,2.8724
240.0,-7.2759,-2.9,2.9759
260.0,-7.3793,-2.9,3.0793
280.0,-7.4828,-2.9,3.1828
300.0,-7.5862,-2.9,3.2862
320.0,-7.6897,-2.9,3.3897
340.0,-10.5882,-2.9294,4.2735
360.0,-10.7059,-2.9686,4.3716
380.0,-10.8235,-3.0078,4.4696
400.0,-10.9412,-3.0471,4.5676
420.0,-11.0588,-3.0863,4.6657
440.0,-13.8,-3.5,5.2
460.0,-11.8802,-3.158,6.2531
480.0,-11.3864,-3.1086,6.0802
500.0,-10.8926,-3.0593,5.9074
520.0,-10.3988,-3.0099,5.7346
540.0,-8.6452,-1.1935,2.1129
560.0,-8.7957,-1.172,2.1559
580.0,-8.9462,-1.1505,2.1989
600.0,-9.0968,-1.129,2.2419
620.0,-9.2473,-1.1075,2.2849
640.0,-9.8373,-1.9627,4.7373
660.0,-9.6284,-2.1716,4.5284
680.0,-9.4194,-2.3806,4.3194
700.0,-9.2104,-2.5896,4.1104
720.0,-7.487,-1.8783,1.913
740.0,-7.4652,-2.0087,1.9348
760.0,-7.4435,-2.1391,1.9565
780.0,-7.4217,-2.2696,1.9783
800.0,-7.4,-2.4,2.0
820.0,-7.2165,-2.1671,2.3165
840.0,-7.2635,-2.0729,2.3635
860.0,-7.3106,-1.9788,2.4106
880.0,-7.3576,-1.8847,2.4576
900.0,-7.6,-1.7,2.1
920.0,-9.0319,-1.8798,3.6
940.0,-9.0745,-1.9862,3.6
960.0,-9.117,-2.0926,3.6
980.0,-9.1596,-2.1989,3.6
1000.0,-8.8,-3.0,3.4
1020.0,-10.5925,-5.6302,3.0528
1040.0,-10.5736,-5.7057,3.1849
1060.0,-10.5547,-5.7811,3.317
1080.0,-10.5358,-5.8566,3.4491
1100.0,-10.517,-5.9321,3.5811
1120.0,-9.9,-5.5,4.6
1140.0,-4.0608,-3.2973,4.3014
1160.0,-4.1419,-3.027,4.4365
1180.0,-4.223,-2.7568,4.5716
1200.0,-4.4583,-2.4833,4.7417
1220.0,-9.8,-1.1556,5.2444
1240.0,-12.0842,-0.6737,4.9053
1260.0,-12.1895,-0.5158,5.0368
1280.0,-12.2947,-0.3579,5.1684
1300.0,-12.4,-0.2,5.3
1320.0,-7.0593,-3.2651,3.743
1340.0,-6.943,-3.4512,3.5802
1360.0,-6.8267,-3.6372,3.4174
1380.0,-6.7105,-3.8233,3.2547
1400.0,-6.5833,-4.1,3.05
1420.0,-6.8177,-4.3735,3.3354
1440.0,-6.8531,-4.3204,3.4062
1460.0,-6.8885,-4.2673,3.477
1480.0,-6.9239,-4.2142,3.5478
1500.0,-6.9593,-4.1611,3.6186
1520.0,-6.9947,-4.108,3.6894
1540.0,-10.7462,-3.2736,5.5934
1560.0,-10.9,-3.1857,5.5714
1580.0,-11.0538,-3.0978,5.5495
1600.0,-11.2077,-3.0099,5.5275
1620.0,-11.3615,-2.922,5.5055
1640.0,-11.7619,-2.0381,6.5492
1660.0,-11.6093,-2.1907,6.3458
1680.0,-11.4568,-2.3432,6.1424
1700.0,-11.3042,-2.4958,5.939
1720.0,-11.1517,-2.6483,5.7356
1740.0,-10.9992,-2.8008,5.5322
1760.0,-9.3667,-2.6,3.9
1780.0,-9.4356,-2.5,3.2186
1800.0,-9.6051,-2.5,3.1169
1820.0,-9.7746,-2.5,3.0153
1840.0,-11.4,-2.8135,3.6135
1860.0,-11.4,-2.8584,3.6584
1880.0,-11.4,-2.9034,3.7034
1900.0,-11.4,-2.9483,3.7483
1920.0,-11.4,-2.9933,3.7933
1940.0,-9.1,-2.3091,2.8455
1960.0,-8.5177,-2.119,2.619
1980.0,-8.2899,-2.0177,2.5177
2000.0,-8.062,-1.9165,2.4165
2020.0,-7.8342,-1.8152,2.3152
2040.0,-7.9078,-1.5078,1.1156
2060.0,-7.93,-1.53,1.16
2080.0,-7.9522,-1.5522,1.2044
2100.0,-7.9744,-1.5744,1.2489
2120.0,-7.9967,-1.5967,1.2933
2140.0,-7.9067,-2.7067,1.5
2160.0,-7.9292,-2.7292,1.5
2180.0,-7.9517,-2.7517,1.5
2200.0,-7.9742,-2.7742,1.5
2220.0,-7.9966,-2.7966,1.5
2240.0,-9.872,-2.8892,2.5215
2260.0,-10.2161,-2.8677,2.5645
2280.0,-10.5602,-2.8462,2.6075
2300.0,-10.9043,-2.8247,2.6505
2320.0,-11.2484,-2.8032,2.6935
2340.0,-7.6798,-1.5905,5.8917
2360.0,-7.275,-1.4,5.725
2380.0,-6.8702,-1.2095,5.5583
2400.0,-6.4655,-1.019,5.3917
2420.0,-6.0607,-0.8286,5.225
2440.0,-8.4364,-1.2,6.5455
2460.0,-9.5769,-1.6654,6.7077
2480.0,-10.1154,-1.4731,6.8615
2500.0,-11.1,-2.2,10.7
2520.0,-9.2835,-5.6505,3.5857
2540.0,-9.2615,-5.5846,3.3
2560.0,-9.2396,-5.5187,3.0143
2580.0,-9.2176,-5.4527,2.7286
2600.0,-7.5,-4.6,2.9
2620.0,-7.0627,-3.2069,3.4
2640.0,-7.0235,-3.1088,3.4
2660.0,-6.9843,-3.0108,3.4
2680.0,-6.9451,-2.9127,3.4
2700.0,-6.9059,-2.8147,3.4
2720.0,-6.8302,-1.9302,3.4
2740.0,-6.8767,-1.9767,3.4
2760.0,-7.62,-2.34,3.47
2780.0,-7.9629,-2.4543,3.67
2800.0,-8.3057,-2.5686,3.87
2820.0,-8.6486,-2.6829,4.07
2840.0,-11.0522,-4.4457,4.8228
2860.0,-11.487,-4.5761,4.888
2880.0,-11.9217,-4.7065,4.9533
2900.0,-12.3565,-4.837,5.0185
2920.0,-12.7913,-4.9674,5.0837
2940.0,-8.5071,-1.6024,2.8917
2960.0,-8.65,-1.65,2.725
