timestamp,accX,accY,accZ
0.0,-2.571,-3.768,6.319
20.0,-3.1795,-4.3444,8.3483
40.0,-3.2831,-4.3703,8.504
60.0,-3.3867,-4.3962,8.6596
80.0,-3.4904,-4.4221,8.8153
100.0,-3.594,-4.448,8.971
120.0,-5.9015,-5.1504,12.2166
140.0,-5.5893,-4.518,12.6111
160.0,-5.2772,-3.8856,13.0057
180.0,-4.965,-3.2532,13.4002
200.0,-4.6528,-2.6209,13.7948
220.0,-1.5159,-1.5602,11.9962
240.0,-0.9211,-1.5,11.1464
260.0,-1.003,-1.5054,11.0818
280.0,-1.085,-1.5109,11.0171
300.0,-1.1669,-1.5163,10.9525
320.0,-1.2488,-1.5217,10.8878
340.0,-3.146,-1.131,10.184
360.0,-2.1973,-1.4633,10.0547
380.0,-1.2487,-1.7957,9.9253
400.0,-0.3,-2.128,9.796
420.0,0.6089,-1.7442,7.5427
440.0,0.6199,-1.9144,7.401
460.0,0.631,-2.0847,7.2594
480.0,0.6421,-2.2549,7.1177
500.0,0.6532,-2.4252,6.9761
520.0,0.6642,-2.5954,6.8344
540.0,-2.2636,-3.4647,5.7989
560.0,-2.2048,-3.6951,5.632
580.0,-2.1461,-3.9255,5.4652
600.0,-2.0873,-4.1559,5.2983
620.0,-2.0286,-4.3864,5.1314
640.0,0.833,-7.531,3.806
660.0,0.1117,-6.9667,4.6811
680.0,-0.0497,-7.2308,4.4533
700.0,-0.2112,-7.4949,4.2256
720.0,-0.3726,-7.759,3.9979
740.0,1.4422,-11.111,3.8985
760.0,1.1892,-11.4065,3.3264
780.0,0.9362,-11.7021,2.7543
800.0,0.6832,-11.9976,2.1822
820.0,0.4302,-12.2931,1.61
840.0,-2.6112,-13.9167,3.0731
860.0,-1.8436,-14.0333,3.1041
880.0,-1.076,-14.1499,3.1351
900.0,-0.3083,-14.2666,3.1661
920.0,0.4593,-14.3832,3.1971
940.0,2.5102,-10.4682,-0.0526
960.0,2.3821,-10.3404,-0.0586
980.0,2.2541,-10.2126,-0.0646
1000.0,2.1261,-10.0848,-0.0705
1020.0,1.998,-9.957,-0.0765
1040.0,1.2927,-10.2978,2.4692
1060.0,1.0763,-10.0717,3.2405
1080.0,0.8599,-9.8457,4.0117
1100.0,0.6435,-9.6196,4.783
1120.0,0.4271,-9.3935,5.5542
1140.0,0.534,-8.0827,4.4757
1160.0,0.0608,-8.0887,4.4085
1180.0,-0.4125,-8.0948,4.3413
1200.0,-0.8857,-8.1008,4.2741
1220.0,-1.1187,-8.1123,3.9777
1240.0,-1.2589,-7.8422,3.874
1260.0,-0.9729,-7.8055,3.8856
1280.0,-0.6869,-7.7688,3.8972
1300.0,-0.4009,-7.7322,3.9087
1320.0,-0.1149,-7.6955,3.9203
1340.0,-0.2533,-7.4278,3.7952
1360.0,-0.0838,-7.2759,4.0271
1380.0,0.0857,-7.124,4.259
1400.0,0.2552,-6.9721,4.4909
1420.0,0.4247,-6.8202,4.7228
1440.0,1.0104,-6.3686,5.8389
1460.0,0.8642,-6.2428,6.0424
1480.0,0.718,-6.117,6.246
1500.0,0.5718,-5.9912,6.4496
1520.0,0.4256,-5.8654,6.6531
