timestamp,accX,accY,accZ
0.0,0.4444,-8.0575,4.6246
20.0,0.7516,-8.2621,4.2224
40.0,0.969,-8.3624,4.5588
60.0,0.5812,-8.5684,3.5322
80.0,0.6864,-8.4364,3.2412
100.0,0.7917,-8.3044,2.9502
120.0,0.897,-8.1724,2.6592
140.0,4.3117,-8.4548,2.4414
160.0,4.9632,-8.3883,2.0322
180.0,5.6146,-8.3219,1.6231
200.0,6.2661,-8.2554,1.2139
220.0,6.9176,-8.1889,0.8048
240.0,5.2319,-7.8724,0.7673
260.0,5.0045,-7.9288,0.576
280.0,4.7772,-7.9851,0.3848
300.0,4.5498,-8.0414,0.1935
320.0,4.3225,-8.0977,0.0023
340.0,1.2846,-13.7914,-1.1811
360.0,0.8359,-14.4363,-0.7332
380.0,0.3872,-15.0812,-0.2853
400.0,-0.0615,-15.7261,0.1626
420.0,-0.5103,-16.371,0.6104
440.0,-0.28,-13.9831,1.9043
460.0,-1.3393,-14.7548,1.2938
480.0,-1.8885,-14.5346,1.2285
500.0,-2.4376,-14.3143,1.1632
520.0,-2.9868,-14.0941,1.0979
540.0,-2.7272,-12.4067,0.6875
560.0,-3.1279,-12.2058,0.4893
580.0,-3.5285,-12.005,0.2911
600.0,-3.9292,-11.8041,0.0929
620.0,-4.3299,-11.6032,-0.1054
640.0,-3.4057,-8.9996,-0.1369
660.0,-3.2947,-8.9318,-0.1564
680.0,-3.1837,-8.8639,-0.176
700.0,-3.0727,-8.796,-0.1955
720.0,-2.9617,-8.7282,-0.2151
740.0,-1.8545,-10.1292,1.5494
760.0,-2.1682,-10.0497,1.7719
780.0,-2.4819,-9.9701,1.9944
800.0,-2.7956,-9.8905,2.217
820.0,-3.1093,-9.8109,2.4395
840.0,-5.4291,-8.8227,3.7048
860.0,-5.0902,-8.9092,3.8628
880.0,-4.7514,-8.9958,4.0207
900.0,-4.4125,-9.0824,4.1787
920.0,-4.0737,-9.169,4.3366
940.0,-2.1058,-8.6257,2.7406
960.0,-1.8612,-8.6598,3.1335
980.0,-1.6167,-8.6938,3.5264
1000.0,-1.3722,-8.7278,3.9192
